function,line,var,sdc
matvec,25,Ap,7.4633374077975105
matvec,25,Ap,7.8030765782769365
matvec,25,Ap,7.127484014872736
matvec,25,Ap,7.667693276095302
matvec,25,Ap,7.96485827644009
matvec,25,Ap,7.473847730687766
matvec,25,Ap,7.8319760265122715
dot,57,sum,7.695950462123414
dot,57,sum,7.603272799282116
dot,57,sum,7.851486510564501
dot,57,sum,7.843249526739397
dot,57,sum,8.237477232294365
dot,57,sum,7.813723492467467
dot,57,sum,8.006857389674028
dot,57,sum,7.91218380740501
solve_cg,90,p_ap_dot,7.91218380740501
solve_cg,91,alpha,7.964486102587993
daxpby,40,y,7.605695647765377
daxpby,40,y,7.555907249009698
daxpby,40,y,7.655876139825043
daxpby,40,y,7.679894314793851
daxpby,40,y,7.793129523503722
daxpby,40,y,7.276662319338409
daxpby,40,y,7.632779878634184
daxpby,40,y,7.249176323190508
daxpby,40,y,8.119956404428367
daxpby,40,y,8.058087067884841
daxpby,40,y,8.06734748253225
daxpby,40,y,8.111512426219525
daxpby,40,y,7.461785125409839
daxpby,40,y,7.528941984577299
daxpby,40,y,7.749903414811409
daxpby,40,y,8.14314802498612
