File_index,Function,Line,Variable,out_xor,out_xor_relative,diffnormr,outcome,iter,bit,DI
56,readA,167,A,-3.0517578125e-05,2.2248824681095527e-06,3.865702216e-07,Masked,0,33,3
57,readA,167,A,-0.00048828125,3.559811948975284e-05,5.6443138349e-06,Masked,0,37,3
58,readA,167,A,-0.0078125,0.0005695699118360455,0.001227659252102,Masked,0,41,3
59,readA,167,A,-0.125,0.009113118589376728,0.0056601124480122,Masked,0,45,3
60,readA,167,A,2.0,0.14580989743002765,0.0045216811934853,Masked,0,49,3
61,readA,167,A,205.74735,15.0,10314.741584324505,SDC,0,53,3
62,readA,167,A,2.5302458061959633e+20,1.8446744073709552e+19,1.008085635750963e+31,SDC,0,57,3
63,readA,167,A,-13.71649,1.0,0.0458081030582396,Masked,0,61,3
64,readA,167,A,-7.105427357601002e-15,5.052421395380639e-16,3.477474097e-07,Masked,0,1,4
65,readA,167,A,1.1368683772161603e-13,8.083874232609022e-15,3.477474098e-07,Masked,0,5,4
66,readA,167,A,1.8189894035458565e-12,1.2934198772174435e-13,3.477474121e-07,Masked,0,9,4
67,readA,167,A,-2.9103830456733704e-11,2.0694718035479096e-12,3.477473712e-07,Masked,0,13,4
68,readA,167,A,4.656612873077393e-10,3.3111548856766554e-11,3.47748025e-07,Masked,0,17,4
69,readA,167,A,7.450580596923828e-09,5.297847817082649e-10,3.477572547e-07,Masked,0,21,4
70,readA,167,A,-1.1920928955078125e-07,8.476556507332238e-09,3.475899246e-07,Masked,0,25,4
71,readA,167,A,-1.9073486328125e-06,1.356249041173158e-07,3.45235675e-07,Masked,0,29,4
72,readA,167,A,-3.0517578125e-05,2.169998465877053e-06,3.09614504e-07,Masked,0,33,4
73,readA,167,A,-0.00048828125,3.4719975454032846e-05,2.63704625e-07,Masked,0,37,4
74,readA,167,A,0.0078125,0.0005555196072645255,0.0001533515556308,Masked,0,41,4
75,readA,167,A,0.125,0.008888313716232409,0.0206346586244195,Masked,0,45,4
76,readA,167,A,-2.0,0.14221301945971854,0.0012741762433692,Masked,0,49,4
77,readA,167,A,210.95114999999998,15.0,37.93563346142424,SDC,0,53,4
78,readA,167,A,2.5942412507364763e+20,1.8446744073709552e+19,nan,DUE,0,57,4
79,readA,167,A,-14.06341,1.0,0.0787609854799368,SDC,0,61,4
80,readA,167,A,1.4210854715202004e-14,8.85058588176802e-16,3.477474097e-07,Masked,0,1,5
81,readA,167,A,2.2737367544323206e-13,1.4160937410828832e-14,3.477474098e-07,Masked,0,5,5
82,readA,167,A,-3.637978807091713e-12,2.2657499857326132e-13,3.477474074e-07,Masked,0,9,5
83,readA,167,A,-5.820766091346741e-11,3.625199977172181e-12,3.477473715e-07,Masked,0,13,5
84,readA,167,A,9.313225746154785e-10,5.80031996347549e-11,3.477480201e-07,Masked,0,17,5
85,readA,167,A,-1.4901161193847656e-08,9.280511941560784e-10,3.477376449e-07,Masked,0,21,5
86,readA,167,A,2.384185791015625e-07,1.4848819106497254e-08,3.479041989e-07,Masked,0,25,5
87,readA,167,A,3.814697265625e-06,2.3758110570395606e-07,3.503806666e-07,Masked,0,29,5
88,readA,167,A,6.103515625e-05,3.801297691263297e-06,4.217849483e-07,Masked,0,33,5
89,readA,167,A,-0.0009765625,6.082076306021275e-05,8.416554957e-06,Masked,0,37,5
90,readA,167,A,-0.015625,0.000973132208963404,0.0020630748069564,Masked,0,41,5
91,readA,167,A,0.25,0.015570115343414464,0.005611277661748,Masked,0,45,5
92,readA,167,A,4.0,0.24912184549463143,0.0021867532415161,Masked,0,49,5
93,readA,167,A,240.846,15.0,55193.49176000301,SDC,0,53,5
94,readA,167,A,2.9618830154511004e+20,1.8446744073709552e+19,1.9984633991525022e+37,SDC,0,57,5
95,readA,167,A,-16.0564,1.0,0.0374085228692149,Masked,0,61,5
96,readA,167,A,-3.552713678800501e-15,7.110046043510866e-16,3.477474097e-07,Masked,0,1,6
97,readA,167,A,-5.684341886080802e-14,1.1376073669617386e-14,3.477474097e-07,Masked,0,5,6
98,readA,167,A,9.094947017729282e-13,1.8201717871387818e-13,3.477474083e-07,Masked,0,9,6
99,readA,167,A,-1.4551915228366852e-11,2.912274859422051e-12,3.477474318e-07,Masked,0,13,6
100,readA,167,A,2.3283064365386963e-10,4.6596397750752814e-11,3.477470564e-07,Masked,0,17,6
101,readA,167,A,-3.725290298461914e-09,7.45542364012045e-10,3.477530625e-07,Masked,0,21,6
102,readA,167,A,-5.960464477539063e-08,1.192867782419272e-08,3.478378546e-07,Masked,0,25,6
103,readA,167,A,9.5367431640625e-07,1.9085884518708353e-07,3.463003563e-07,Masked,0,29,6
104,readA,167,A,-1.52587890625e-05,3.0537415229933364e-06,3.70916824e-07,Masked,0,33,6
105,readA,167,A,0.000244140625,4.885986436789338e-05,1.87245221e-08,Masked,0,37,6
106,readA,167,A,-0.00390625,0.0007817578298862941,7.2987809438e-06,Masked,0,41,6
107,readA,167,A,-0.0625,0.012508125278180706,0.0003634967228547,Masked,0,45,6
108,readA,167,A,1.0,0.2001300044508913,0.0170978452385218,Masked,0,49,6
109,readA,167,A,74.95128,15.0,0.864047303929054,SDC,0,53,6
110,readA,167,A,9.217380534379635e+19,1.8446744073709552e+19,7.929348694662015e+36,SDC,0,57,6
111,readA,167,A,-4.996752,1.0,0.0080231415004487,Masked,0,61,6
112,readA,167,A,3.552713678800501e-15,5.544130385110915e-16,3.477474097e-07,Masked,0,1,7
113,readA,167,A,5.684341886080802e-14,8.870608616177464e-15,3.477474097e-07,Masked,0,5,7
114,readA,167,A,-9.094947017729282e-13,1.4192973785883943e-13,3.477474101e-07,Masked,0,9,7
115,readA,167,A,-1.4551915228366852e-11,2.270875805741431e-12,3.477474161e-07,Masked,0,13,7
116,readA,167,A,-2.3283064365386963e-10,3.6334012891862894e-11,3.477475123e-07,Masked,0,17,7
117,readA,167,A,-3.725290298461914e-09,5.813442062698063e-10,3.477490523e-07,Masked,0,21,7
118,readA,167,A,-5.960464477539063e-08,9.3015073003169e-09,3.47773777e-07,Masked,0,25,7
119,readA,167,A,-9.5367431640625e-07,1.488241168050704e-07,3.481911565e-07,Masked,0,29,7
120,readA,167,A,1.52587890625e-05,2.3811858688811266e-06,3.469929893e-07,Masked,0,33,7
121,readA,167,A,-0.000244140625,3.8098973902098026e-05,1.9841506639e-06,Masked,0,37,7
122,readA,167,A,0.00390625,0.0006095835824335684,0.0003848219175291,Masked,0,41,7
123,readA,167,A,0.0625,0.009753337318937095,0.0395869539223486,Masked,0,45,7
124,readA,167,A,1.0,0.1560533971029935,0.0051650282204207,Masked,0,49,7
125,readA,167,A,96.120945,15.0,314.309009337099,SDC,0,53,7
126,readA,167,A,1.1820789816920746e+20,1.8446744073709552e+19,2.587201720862464e+36,SDC,0,57,7
127,readA,167,A,-6.408063,1.0,0.0125683145377548,Masked,0,61,7
128,readA,167,A,-7.105427357601002e-15,4.709464000186248e-16,3.477474097e-07,Masked,0,1,8
129,readA,167,A,1.1368683772161603e-13,7.535142400297996e-15,3.477474097e-07,Masked,0,5,8
130,readA,167,A,-1.8189894035458565e-12,1.2056227840476794e-13,3.477474103e-07,Masked,0,9,8
131,readA,167,A,2.9103830456733704e-11,1.928996454476287e-12,3.477474e-07,Masked,0,13,8
132,readA,167,A,-4.656612873077393e-10,3.086394327162059e-11,3.477475647e-07,Masked,0,17,8
133,readA,167,A,7.450580596923828e-09,4.938230923459295e-10,3.477449313e-07,Masked,0,21,8
134,readA,167,A,1.1920928955078125e-07,7.901169477534872e-09,3.47707845e-07,Masked,0,25,8
135,readA,167,A,-1.9073486328125e-06,1.2641871164055795e-07,3.484063702e-07,Masked,0,29,8
136,readA,167,A,3.0517578125e-05,2.022699386248927e-06,3.438407576e-07,Masked,0,33,8
137,readA,167,A,-0.00048828125,3.2363190179982834e-05,2.1092290576e-06,Masked,0,37,8
138,readA,167,A,-0.0078125,0.0005178110428797253,0.00040671679292,Masked,0,41,8
139,readA,167,A,0.125,0.008284976686075606,0.0402381784389512,Masked,0,45,8
140,readA,167,A,-2.0,0.1325596269772097,0.0043645767692726,Masked,0,49,8
141,readA,167,A,226.31325,15.0,366.7893705913951,SDC,0,53,8
142,readA,167,A,2.7831617354929655e+20,1.8446744073709552e+19,2.1125355776679864e+37,SDC,0,57,8
143,readA,167,A,-15.08755,1.0,0.0650539108782636,SDC,0,61,8
144,readA,167,A,-5.684341886080802e-14,8.556041010053047e-16,3.477474096e-07,Masked,0,1,9
145,readA,167,A,9.094947017729282e-13,1.3689665616084875e-14,3.47747411e-07,Masked,0,5,9
