File_index,Function,Line,Variable,out_xor,out_xor_relative,diffnormr,outcome,iter,bit
5211,matvec,25,Ap,4.0,-0.00949313602844149,0.0057340411500356,Masked,2,45
2606,waxpby,33,r,3.6526600854537094e+21,1.8446744073709552e+19,554.7686899927464,SDC,1,57
11051,daxpby,40,y,-0.015625,0.007812780780996675,3.477474097e-07,Masked,5,45
12955,daxpby,40,y,1.9073486328000046e-06,-0.009116027733242101,3.477474097e-07,Masked,6,45
6972,matvec,25,Ap,32.0,-0.1895162482170064,0.0040492200666212,Masked,3,49
6798,matvec,25,Ap,-1.1005407343287442e+21,-1.8446744073709552e+19,8.597949350688545,SDC,3,57
9003,matvec,25,Ap,0.00048828125,0.010162484296979182,5.084660729e-07,Masked,4,45
1293,matvec,25,Ap,0.0,0,3.477474097e-07,Masked,init,53
11310,dot_r2,48,sum,-0.0001450912639419,1.0,0.0067017664416181,Masked,6,57
4699,matvec,25,Ap,-0.125,0.014749098195442983,0.0001994762021942,Masked,2,45
3917,solve_cg,91,alpha,-0.0070832011308612,0.9374999999999976,28.099489924409998,SDC,1,53
591,readA,167,A,-66.56126,1.0,0.0041308749254443,Masked,init,61
11311,dot_r2,48,sum,2.6082956911679225e+304,1.7976931348619185e+308,nan,DUE,6,61
1229,waxpby,33,r,0.0,0,3.477474097e-07,Masked,init,53
3051,matvec,25,Ap,-256.0,0.011981195272427473,0.0061057244023838,Masked,1,45
3567,matvec,25,Ap,-6391.822474602899,1.0,0.0034617098147417,Masked,1,61
2076,matvec,25,Ap,0.0,0,3.477474097e-07,Masked,init,49
60,readA,167,A,2.0,0.14580989743002765,0.0045216811934853,Masked,init,49
3533,matvec,25,Ap,54132.109448463,15.0,17.79197537413133,SDC,1,53
3387,matvec,25,Ap,-32.0,0.010064964862864009,0.0226718693056479,Masked,1,45
10141,matvec,25,Ap,90.11343472369566,15.0,0.3603316034135742,SDC,5,53
10991,daxpby,40,y,nan,nan,3.477474097e-07,Masked,5,61
1583,matvec,25,Ap,2.0,0,0.0003559194609961,Masked,init,61
1372,matvec,25,Ap,0.0,0,3.477474097e-07,Masked,init,49
4939,matvec,25,Ap,-16.0,0.011919743943006695,0.0057067690265911,Masked,2,45
4781,matvec,25,Ap,-430.0967121059122,-15.0,0.0083721633012541,Masked,2,53
3375,matvec,25,Ap,-23769.720611247798,1.0,1.2121261229264377,SDC,1,61
4171,daxpby,40,y,-0.5,0.015328587977668085,0.0058022380570499,Masked,1,45
10269,matvec,25,Ap,-142.84913051871135,-15.0,0.3377821579174684,SDC,5,53
12543,matvec,25,Ap,7.467683934705247e+306,inf,3.477474097e-07,Masked,6,61
6669,matvec,25,Ap,72.04495473625468,-0.9374999999999999,0.0225589984706675,Masked,3,53
12444,matvec,25,Ap,-0.00390625,-0.22872603737373667,3.477474097e-07,Masked,6,49
8220,matvec,25,Ap,4.0,-0.19359776972235196,0.022683047250555,Masked,4,49
6300,matvec,25,Ap,64.0,-0.12861028428510987,0.0011011971537177,Masked,3,49
10622,matvec,25,Ap,-1.999396610242975,1.0,0.0158437260491257,Masked,5,57
235,readA,167,A,-0.125,0.010967403997925843,0.028868480057421,Masked,init,45
653,readA,167,A,240.846,15.0,451.8520840243764,SDC,init,53
9375,daxpby,40,y,2.460263270443795e+307,inf,nan,DUE,4,61
10653,matvec,25,Ap,-112.7717478874654,-15.0,0.3041674727936849,SDC,5,53
10766,matvec,25,Ap,-0.4715287166121949,1.0,0.0013820994095698,Masked,5,57
11005,daxpby,40,y,-0.9374609705622277,0.9375000000000001,3.477474097e-07,Masked,5,53
2285,matvec,25,Ap,0.0,0,3.477474097e-07,Masked,init,53
2811,matvec,25,Ap,256.0,0.01079776643200383,0.005879732598601,Masked,1,45
2142,matvec,25,Ap,0.0,0,3.477474097e-07,Masked,init,57
8047,matvec,25,Ap,2.922318548061307,-1.0,0.0184836263087748,Masked,4,61
8812,matvec,25,Ap,-1.0,-0.22614644890066934,0.0008907924662637,Masked,4,49
3487,matvec,25,Ap,-27839.086209683497,1.0,5.536430585054718,SDC,1,61
5563,dot,57,sum,-512.0,0.009137551614202322,0.0056319181477609,Masked,2,45
10060,matvec,25,Ap,0.25,-0.19863686013946846,0.0001079203245122,Masked,5,49
2607,waxpby,33,r,-198.0111,1.0,0.1236816934684735,SDC,1,61
4622,matvec,25,Ap,-1.7560252476773095e+22,-1.8446744073709552e+19,128.98092626042,SDC,2,57
6510,matvec,25,Ap,3.794178592724012e+21,1.8446744073709552e+19,37.226566264442354,SDC,3,57
556,readA,167,A,4.0,0.23812103454064668,0.0191473900238412,Masked,init,49
11709,matvec,25,Ap,-0.5824405589862865,0.9375,3.477474097e-07,Masked,6,53
5725,daxpby,40,y,-1.07396189985334,0.9375,3.477474097e-07,Masked,2,53
79,readA,167,A,-14.06341,1.0,0.0787609854799368,SDC,init,61
4893,matvec,25,Ap,262.26977919065325,-0.9375000000000001,0.0052199312913293,Masked,2,53
1983,matvec,25,Ap,2.0,0,0.0003777663699506,Masked,init,61
8667,matvec,25,Ap,-0.0078125,0.010039169455725097,4.807710682e-07,Masked,4,45
9116,dot,57,sum,16.0,0.14740935111979994,0.0116918245367694,Masked,4,49
5567,dot,57,sum,-56032.5152313458,1.0,3.077374062062311,SDC,2,61
7791,dot_r2,48,sum,nan,nan,nan,DUE,4,61
6843,matvec,25,Ap,4.0,0.012662606452736147,0.0346706303880663,Masked,3,45
3725,matvec,25,Ap,116966.6487193605,15.0,143.62898998097782,SDC,1,53
11214,daxpby,40,y,0.0054242281679517,-1.0,0.0010785030431038,Masked,5,57
12303,matvec,25,Ap,4.628509713241529e+307,inf,3.477474097e-07,Masked,6,61
11067,daxpby,40,y,0.015625,0.01562405649284611,3.477474097e-07,Masked,5,45
3151,matvec,25,Ap,-4086.6435322782,1.0,0.0104611512625588,Masked,1,61
12060,matvec,25,Ap,-0.0078125,-0.20844032240136104,3.477474097e-07,Masked,6,49
11599,matvec,25,Ap,-1.3301048187742989e+307,-1.7976931348623153e+308,3.477474097e-07,Masked,6,61
11885,matvec,25,Ap,-0.1831918512466551,0.9375000000000002,3.477474097e-07,Masked,6,53
10637,matvec,25,Ap,31.520826854508147,15.0,1.7359562108937143,SDC,5,53
12703,solve_cg,90,p_ap_dot,1.979160083335496e+306,1.7976931348623105e+308,3.477474097e-07,Masked,6,61
12204,matvec,25,Ap,0.0078125,0.15969619126296578,3.477474097e-07,Masked,6,49
10926,dot,57,sum,1.1785621900591168e+20,1.8446744073709552e+19,0.0684187606524825,SDC,5,57
3276,matvec,25,Ap,-1024.0,0.19329821539701697,0.00727053044631,Masked,1,49
1135,readB,175,b,-142.6284,1.0,0.0157398825025915,Masked,init,61
10300,matvec,25,Ap,-0.25,-0.15427171687185054,0.0009988304050007,Masked,5,49
9087,dot,57,sum,-35.8251620329606,1.0,0.0071255518615845,Masked,4,61
4603,matvec,25,Ap,16.0,-0.013610289620345014,0.0057506425547527,Masked,2,45
10413,matvec,25,Ap,76.75597199361083,15.0,0.4031707626103554,SDC,5,53
525,readA,167,A,210.95114999999998,15.0,325.9826573402425,SDC,init,53
924,readA,167,A,1.0,0.1438041548471635,0.0059938921552111,Masked,init,49
