File_index,Function,Line,Variable,out_xor,out_xor_relative,diffnormr,outcome,bit
29263,FFT1DOnce,875,x2,nan,nan,nan,DUE,61
23372,TwiddleOneCol,709,tomega_r,-0.125,0.12636774642943766,2.84e-14,Masked,49
413371,FFT1DOnce,878,x1,0.125,0.009970803811214747,1.137e-13,Masked,45
368111,FFT1DOnce,877,x1,13.692062698148767,-1.0,1.137e-13,Masked,61
486299,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,45
73167,FFT1DOnce,871,tau_r,1.0693057125186903e+308,inf,nan,DUE,61
249083,FFT1DOnce,878,x1,0.03125,0.009179169147639067,2.84e-14,Masked,45
28398,FFT1DOnce,869,x_r,0.0970069749159325,-1.0,1.137e-13,Masked,57
503387,Reverse,832,x,0.015625,0.012153236918831897,0.0,Masked,45
351598,FFT1DOnce,877,x1,2.3437220284809704e+20,1.8446744073709552e+19,505.76856054009306,SDC,57
157069,FFT1DOnce,875,x2,40.344319089640585,15.0,1.99e-13,Masked,53
461773,FFT1DOnce,871,tau_r,-305.1920022159815,-15.000000000000002,0.0,Masked,53
211662,FFT1DOnce,867,omega_r,-1.0,1.0,1.421e-13,Masked,57
301084,FFT1DOnce,876,x2,0.0625,0.22606038561731917,2.274e-13,Masked,49
343387,FFT1DOnce,868,omega_c,0.0078125,0.011048523164312605,1.705e-13,Masked,45
223723,FFT1DOnce,877,x1,-0.0625,0.014923819877812678,5.68e-14,Masked,45
323467,FFT1DOnce,871,tau_r,-0.0078125,0.009167697785314007,2.274e-13,Masked,45
231199,FFT1DOnce,876,x2,-1.0119344032164205e+308,-inf,nan,DUE,61
268110,Transpose,803,dest,-1.5503840363952994,1.0,1.421e-13,Masked,57
477451,FFT1DOnce,875,x2,0.25,0.008576602671802972,5.68e-14,Masked,45
351947,FFT1DOnce,875,x2,-0.125,-0.008574570936485344,2.84e-14,Masked,45
230654,Reverse,833,x,-0.4588162270655374,1.0,2.84e-14,Masked,57
164605,FFT1DOnce,878,x1,-56.072364355644076,-15.0,8.53e-14,Masked,53
395678,Reverse,832,x,1.5389248001301759,-1.0,8.53e-14,Masked,57
381775,FFT1DOnce,867,omega_r,-6.6032955972273626e+302,-inf,9.516908214257812e+285,SDC,61
21198,FFT1DOnce,875,x2,1.3551712955465978,-1.0,5.68e-14,Masked,57
464063,FFT1DOnce,870,x_c,-20.32155708747082,1.0,5.68e-14,Masked,61
122622,FFT1DOnce,878,x1,-0.8037179880820133,1.0,0.8037179880819281,SDC,57
292703,FFT1DOnce,868,omega_c,1.7976931348501882e+308,inf,nan,DUE,61
327647,FFT1DOnce,868,omega_c,1.271154002281709e+308,inf,nan,DUE,61
73819,FFT1DOnce,876,x2,-0.0078125,-0.011544836235163634,5.68e-14,Masked,45
329725,TwiddleOneCol,715,tx,185.40242609932653,15.000000000000002,0.0,Masked,53
353004,FFT1DOnce,869,x_r,2.0,-0.1816051373107819,1.137e-13,Masked,49
