File_index,Function,Line,Variable,out_xor,out_xor_relative,diffnormr,outcome,bit,DI
325251,FFT1DOnce,875,x2,7.275957614183426e-12,3.561581598968141e-12,2.842e-13,Masked,13,20328
209251,FFT1DOnce,873,x_r,7.275957614183426e-12,-3.532994916741429e-12,4.547e-13,Masked,13,13078
525353,Transpose,803,dest,-9.536743163993111e-07,3.728942586048583e-05,9.536742311e-07,Masked,37,32834
411677,Reverse,832,x,-0.1435985726538985,0.9374999999999998,8.53e-14,Masked,53,25729
188711,FFT1DOnce,873,x_r,-4.76837158203125e-07,-1.538969541064583e-07,2.842e-13,Masked,29,11794
468793,FFT1DOnce,870,x_c,3.0517578125e-05,-4.48850051334887e-05,1.421e-13,Masked,37,29299
431310,FFT1DOnce,867,omega_r,-0.3826808871643774,1.0,8.53e-14,Masked,57,26956
408160,Transpose,803,dest,-3.552713678800501e-15,5.706210336655966e-16,8.53e-14,Masked,1,25510
327085,FFT1DOnce,869,x_r,-185.90510551882892,-15.0,2.842e-13,Masked,53,20442
323696,FFT1DOnce,874,x_c,-1.7763568394002505e-15,8.789105431630805e-16,8.53e-14,Masked,1,20231
206380,FFT1DOnce,873,x_r,-0.125,0.13538200139165235,1.99e-13,Masked,49,12898
523836,Scale,726,x,-0.125,0.13010514126383566,0.1249999999999147,SDC,49,32739
201488,FFT1DOnce,868,omega_c,-4.440892098500626e-16,-4.440892098530586e-16,8.53e-14,Masked,1,12593
287301,FFT1DOnce,867,omega_r,-4.656612873077393e-10,-6.585408795591361e-10,2.274e-13,Masked,21,17956
354252,TwiddleOneCol,711,tx_r,2.0,-0.19326477212431345,2.84e-14,Masked,49,22140
395980,FFT1DOnce,867,omega_r,0.25,0.25,2.842e-13,Masked,49,24748
392480,FFT1DOnce,877,x1,-1.4210854715202004e-14,5.991282557196802e-16,8.53e-14,Masked,1,24530
335552,FFT1DOnce,871,tau_r,-4.440892098500626e-16,4.801679478301733e-16,8.53e-14,Masked,1,20972
381133,FFT1DOnce,875,x2,-1.011387148348964,0.9375,5.4e-13,Masked,53,23820
467753,Scale,725,x,3.0517578125e-05,4.51219533434053e-05,3.05175782103e-05,Masked,37,29234
198806,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,25,12425
181002,FFT1DOnce,871,tau_r,0.0009765625,0.0009651763114697518,8.53e-14,Masked,41,11312
502987,Scale,725,x,0.0078125,0.00996539465001722,0.0078125000000853,Masked,45,31436
442952,FFT1DOnce,871,tau_r,6.103515625e-05,3.614099010947314e-06,8.53e-14,Masked,33,27684
113626,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,41,7101
62944,FFT1DOnce,869,x_r,8.326672684688674e-17,-4.100052742157533e-16,5.68e-14,Masked,1,3934
438613,FFT1DOnce,872,tau_c,1.1641540509366166e-10,-6.205017777332983e-10,8.53e-14,Masked,21,27413
371717,FFT1DOnce,875,x2,3.725290298461914e-09,7.890982809828207e-10,4.832e-13,Masked,21,23232
377551,FFT1DOnce,867,omega_r,-1.6608563152017244e+308,-inf,nan,DUE,61,23596
149803,FFT1DOnce,877,x1,-0.5,0.008107778514974125,0.4999999999999147,SDC,45,9362
317106,FFT1DOnce,870,x_c,-4.547473508864641e-13,-1.3655350520382593e-13,8.53e-14,Masked,9,19819
234943,FFT1DOnce,870,x_c,5.626341490709375,-1.0,1.705e-13,Masked,61,14683
67366,FFT1DOnce,869,x_r,7.450580596923828e-09,8.557745607161291e-09,7.4506374e-09,Masked,25,4210
317266,FFT1DOnce,868,omega_c,1.1368683772161603e-13,1.13686837722383e-13,1.99e-13,Masked,9,19829
317590,FFT1DOnce,876,x2,5.960464477539063e-08,-8.507289727086606e-09,2.274e-13,Masked,25,19849
356153,FFT1DOnce,874,x_c,-6.103515625e-05,5.258211679562449e-05,1.137e-13,Masked,37,22259
211564,FFT1DOnce,873,x_r,-0.0625,0.13498610853320953,1.137e-13,Masked,49,13222
35648,FFT1DOnce,867,omega_r,0.0,-0.0,8.53e-14,Masked,1,2228
403374,TwiddleOneCol,709,tomega_r,-0.7242559873499188,1.0,0.0,Masked,57,25210
531438,Transpose,803,dest,-0.3150908017937404,1.0,0.3150908017936729,SDC,57,33214
145453,Reverse,833,x,124.40358204735446,15.0,124.40358204735469,SDC,53,9090
308590,FFT1DOnce,877,x1,-1.0660397979103653,1.0,4.832e-13,Masked,57,19286
115914,FFT1DOnce,867,omega_r,-1.8626451999999943e-09,-0.0005070898976827071,8.53e-14,Masked,41,7244
200512,FFT1DOnce,867,omega_r,0.0,-0.0,8.53e-14,Masked,1,12532
169026,FFT1DOnce,867,omega_r,1.1368683772161603e-13,-1.607765819236172e-13,1.137e-13,Masked,9,10564
377826,TwiddleOneCol,709,tomega_r,1.1368683772161603e-13,1.1880245531339715e-13,5.68e-14,Masked,9,23614
384130,FFT1DOnce,871,tau_r,-3.637978807091713e-12,-2.181408535371613e-13,2.842e-13,Masked,9,24008
522800,FFT1DOnce,878,x1,-1.1368683772161603e-13,6.915736354516126e-16,8.53e-14,Masked,1,32675
503147,Scale,725,x,-0.00390625,0.007966846255200414,0.0039062499999147,Masked,45,31446
76285,FFT1DOnce,874,x_c,44.82502636916877,15.0,44.825026369168995,SDC,53,4767
443825,FFT1DOnce,878,x1,1.8189894035458565e-12,1.1978033562546507e-14,8.53e-14,Masked,5,27739
292580,FFT1DOnce,873,x_r,-1.1641532182693481e-10,-2.973172369783362e-11,4.832e-13,Masked,17,18286
74192,FFT1DOnce,876,x2,0.0,0.0,8.53e-14,Masked,1,4637
332069,FFT1DOnce,869,x_r,3.725290298461914e-09,-5.115705578291332e-10,1.99e-13,Masked,21,20754
54465,FFT1DOnce,867,omega_r,-3.497202527569243e-15,-9.138529307011308e-15,5.68e-14,Masked,5,3404
350564,FFT1DOnce,873,x_r,2.3283064365386963e-10,-4.1333659474112915e-11,2.274e-13,Masked,17,21910
98430,FFT1DOnce,878,x1,-1.4220160926475245,1.0,1.4220160926474819,SDC,57,6151
406781,Transpose,804,dest,237.16001469089213,15.0,2.84e-14,Masked,53,25423
349786,FFT1DOnce,872,tau_c,-0.0009765625,-0.0006382943582831487,4.263e-13,Masked,41,21861
152300,Reverse,833,x,-0.25,-0.15908333563694776,2.84e-14,Masked,49,9518
347046,Reverse,833,x,1.4901161193847656e-08,1.1918112648855266e-08,3.979e-13,Masked,25,21690
13114,FFT1DOnce,874,x_c,0.000244140625,-0.0007075099137788622,5.68e-14,Masked,41,819
445131,FFT1DOnce,875,x2,-2.0,0.01192036360487294,0.0078124999999147,Masked,45,27820
359207,FFT1DOnce,873,x_r,9.5367431640625e-07,-1.515298146362129e-07,2.842e-13,Masked,29,22450
185473,FFT1DOnce,875,x2,1.4210854715202004e-14,7.772655003803444e-15,8.53e-14,Masked,5,11592
481253,FFT1DOnce,873,x_r,1.1920928955078125e-07,6.930598442791612e-10,9.314078e-10,Masked,21,30078
107363,FFT1DOnce,873,x_r,3.637978807091713e-12,3.1378140531700754e-12,3.6948e-12,Masked,13,6710
80508,TwiddleOneCol,710,tomega_c,-0.125,-0.2249960657178766,1.421e-13,Masked,49,5031
253866,Transpose,803,dest,-0.0078125,-0.0005949938242051852,1.137e-13,Masked,41,15866
326196,FFT1DOnce,874,x_c,-4.656612873077393e-10,-3.794203800501372e-11,5.4e-13,Masked,17,20387
275422,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,57,17213
248352,FFT1DOnce,869,x_r,8.881784197001252e-16,-5.397638944829224e-16,8.53e-14,Masked,1,15522
532752,CopyColumn,820,dest,4.440892098500626e-16,7.712718139720662e-16,8.53e-14,Masked,1,33297
53358,FFT1DOnce,869,x_r,-0.4228384611119903,1.0,2.84e-14,Masked,57,3334
378676,TwiddleOneCol,715,tx,9.313225746154785e-10,-3.919925817711221e-11,8.53e-14,Masked,17,23667
168562,FFT1DOnce,874,x_c,2.2737367544323206e-13,1.52464765359707e-13,1.421e-13,Masked,9,10535
297133,TwiddleOneCol,711,tx_r,32.700204403054705,-0.9375,8.53e-14,Masked,53,18570
229365,FFT1DOnce,870,x_c,4.656612873077393e-10,-5.359476134690828e-10,5.969e-13,Masked,21,14335
19953,FFT1DOnce,870,x_c,1.7763568394002505e-15,7.864658427037538e-15,5.68e-14,Masked,5,1247
368690,FFT1DOnce,878,x1,-3.637978807091713e-12,-1.3707204775520848e-13,1.421e-13,Masked,9,23043
210677,FFT1DOnce,878,x1,1.164152940713592e-10,-7.720568762510322e-10,2.84e-14,Masked,21,13167
512286,FFT1DOnce,876,x2,2.471101074481636e+21,1.8446744073709552e+19,3.861095428877556e+19,SDC,57,32017
485363,FFT1DOnce,870,x_c,3.637978807091713e-12,-3.406128096967269e-12,8.53e-14,Masked,13,30335
521784,FFT1DOnce,874,x_c,0.000244140625,3.523572075087235e-06,5.68e-14,Masked,33,32611
448001,FFT1DOnce,867,omega_r,1.4210854715202004e-14,1.4210854715202004e-14,1.137e-13,Masked,5,28000
535125,CopyColumn,820,dest,4.656612873077393e-10,5.513142775790347e-10,4.657466e-10,Masked,21,33445
160643,FFT1DOnce,871,tau_r,4.548028620376954e-13,1.9972811044866474e-12,2.274e-13,Masked,13,10040
179984,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,1,11249
374018,FFT1DOnce,875,x2,-1.8189894035458565e-12,1.632004786148201e-13,1.421e-13,Masked,9,23376
132481,FFT1DOnce,871,tau_r,-3.95516952522712e-16,9.974806921375923e-15,5.68e-14,Masked,5,8280
444083,FFT1DOnce,870,x_c,-2.274014310188477e-13,-3.018825806715281e-12,8.53e-14,Masked,13,27755
89314,FFT1DOnce,873,x_r,5.689893001203927e-14,1.248262248712279e-13,8.53e-14,Masked,9,5582
329448,TwiddleOneCol,709,tomega_r,-1.9073486328125e-06,1.9282187870702767e-06,2.84e-14,Masked,33,20590
488333,FFT1DOnce,875,x2,-163.45900113650225,0.9375,0.6385117231893673,SDC,53,30520
354980,TwiddleOneCol,709,tomega_r,-2.9103830456733704e-11,-2.95387496211603e-11,0.0,Masked,17,22186
234808,FFT1DOnce,874,x_c,1.9073486328125e-06,2.80078469347807e-06,1.99e-13,Masked,33,14675
415542,FFT1DOnce,870,x_c,-2.384185791015625e-07,9.315981018632736e-09,8.53e-14,Masked,25,25971
405822,Transpose,804,dest,-1.3959698742888304e+20,-1.8446744073709552e+19,249.7685605400931,SDC,57,25363
147413,FFT1DOnce,872,tau_c,-1.4901161193847656e-08,7.342219230404989e-10,1.49010759e-08,Masked,21,9213
231343,FFT1DOnce,873,x_r,5.841478033547609e+307,inf,nan,DUE,61,14458
119812,TwiddleOneCol,714,tx,-2.9103830456733704e-11,3.179922109435365e-11,2.84e-14,Masked,17,7488
336900,FFT1DOnce,871,tau_r,-4.656612873077393e-10,-3.3521969868813534e-11,5.68e-14,Masked,17,21056
520824,FFT1DOnce,874,x_c,-0.000244140625,1.9744826492713114e-06,3.8146971804e-06,Masked,33,32551
142449,Transpose,804,dest,-7.105427357601002e-15,-1.3015618405238302e-14,8.53e-14,Masked,5,8903
440319,FFT1DOnce,874,x_c,-157.38533056764572,1.0,9.836583160477801,SDC,61,27519
377565,FFT1DOnce,868,omega_c,-0.3587601502114777,0.9375000000000001,8.53e-14,Masked,53,23597
310670,FFT1DOnce,875,x2,-2.9618960524003836e+20,-1.8446744073709552e+19,1.8382420190728794,SDC,57,19416
490875,FFT1DOnce,870,x_c,-0.015625,0.013315837927300346,0.0,Masked,45,30679
363250,Reverse,833,x,-9.094947017729282e-13,-1.9458556650370406e-13,1.705e-13,Masked,9,22703
149160,FFT1DOnce,873,x_r,3.814697265625e-06,-2.438134468238027e-06,1.421e-13,Masked,33,9322
370196,TwiddleOneCol,712,tx_c,9.313225746154785e-10,4.4577581354574087e-11,0.0,Masked,17,23137
529911,Transpose,804,dest,1.1920928955078125e-07,1.9335035400801945e-07,1.192093748e-07,Masked,29,33119
496146,Reverse,832,x,-1.8189894035458565e-12,-1.3056643524955387e-13,8.53e-14,Masked,9,31009
403455,TwiddleOneCol,715,tx,nan,nan,nan,DUE,61,25215
192269,FFT1DOnce,867,omega_r,-0.9375,0.9375,0.0,Masked,53,12016
196115,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,13,12257
265269,CopyColumn,820,dest,-1.862645149230957e-09,5.336626702086953e-10,3.126e-13,Masked,21,16579
419696,FFT1DOnce,870,x_c,3.552713678800501e-15,-6.668805917863e-16,8.53e-14,Masked,1,26231
178212,Reverse,833,x,-5.820766091346741e-11,-5.778862434100917e-11,2.84e-14,Masked,17,11138
187986,FFT1DOnce,876,x2,4.547473508864641e-13,1.5789547772840416e-13,1.705e-13,Masked,9,11749
489040,Scale,726,x,-4.440892098500626e-16,5.739455431273417e-16,8.53e-14,Masked,1,30565
257559,Transpose,804,dest,-4.76837158203125e-07,1.192481880307206e-07,1.137e-13,Masked,29,16097
201090,FFT1DOnce,867,omega_r,2.2737367544323206e-13,2.2737367544323206e-13,3.411e-13,Masked,9,12568
126373,FFT1DOnce,873,x_r,-4.656612873077393e-10,7.959204481590064e-10,5.68e-14,Masked,21,7898
338625,TwiddleOneCol,714,tx,-2.2737367544323206e-13,-8.412288669242e-15,8.53e-14,Masked,5,21164
387594,Reverse,832,x,-0.0001220703125,0.0005689184049923946,2.84e-14,Masked,41,24224
291348,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,17,18209
137547,Transpose,803,dest,-0.00390625,-0.008440207680598683,8.53e-14,Masked,45,8596
250040,Transpose,804,dest,3.0517578125e-05,3.684699968122824e-06,1.421e-13,Masked,33,15627
376051,FFT1DOnce,870,x_c,2.9103830456733704e-11,2.1168042028249927e-12,2.842e-13,Masked,13,23503
380691,FFT1DOnce,872,tau_c,-7.275957614183426e-12,-2.342365877851347e-12,8.53e-14,Masked,13,23793
225282,FFT1DOnce,867,omega_r,2.2737367544323206e-13,2.2737367544323206e-13,2.84e-14,Masked,9,14080
116496,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,1,7281
530152,Transpose,803,dest,1.9073486328125e-06,1.9716598645256977e-06,1.9073487181e-06,Masked,33,33134
525684,Transpose,804,dest,7.276013125334657e-12,5.8039454637242705e-11,7.3612e-12,Masked,17,32855
342398,FFT1DOnce,878,x1,-2.5532391548127343e+20,-1.8446744073709552e+19,509.6879790546387,SDC,57,21399
477224,FFT1DOnce,873,x_r,-0.000244140625,2.1289771199235005e-06,7.629394446e-06,Masked,33,29826
381866,FFT1DOnce,873,x_r,-0.0078125,-0.0005678964089032428,4.832e-13,Masked,41,23866
80797,Reverse,832,x,-0.40415871597427555,0.9375000000000001,0.4041587159742335,SDC,53,5049
461324,FFT1DOnce,867,omega_r,0.25,0.25,8.53e-14,Masked,49,28832
80403,TwiddleOneCol,710,tomega_c,-1.8189894035458565e-12,-2.5724536580714015e-12,1.99e-13,Masked,13,5025
195952,FFT1DOnce,870,x_c,8.881784197001252e-16,-6.765638320487975e-16,8.53e-14,Masked,1,12247
300727,FFT1DOnce,878,x1,-9.5367431640625e-07,1.598708938018201e-07,2.558e-13,Masked,29,18795
54935,FFT1DOnce,872,tau_c,-2.384185791015625e-07,-1.86236364493395e-07,2.84e-14,Masked,29,3433
109971,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,13,6873
334345,FFT1DOnce,867,omega_r,6.103515625e-05,6.103515625e-05,1.99e-13,Masked,37,20896
340029,FFT1DOnce,874,x_c,-1.5773770960864117,0.9375,3.411e-13,Masked,53,21251
368480,FFT1DOnce,877,x1,-4.440892098500626e-16,-6.601611852430299e-16,8.53e-14,Masked,1,23030
318444,FFT1DOnce,869,x_r,2.0,0.23917834113999156,1.99e-13,Masked,49,19902
200435,FFT1DOnce,874,x_c,1.8189894035458565e-12,-2.0755529548332164e-12,1.421e-13,Masked,13,12527
103262,FFT1DOnce,868,omega_c,0.3826774935589095,-1.0,2.84e-14,Masked,57,6453
365489,FFT1DOnce,870,x_c,2.2737367544323206e-13,1.287581834999185e-14,1.137e-13,Masked,5,22843
390765,FFT1DOnce,877,x1,-63.894041925435346,-15.0,2.558e-13,Masked,53,24422
342467,FFT1DOnce,871,tau_r,-7.275957614183426e-12,-3.1318967320173327e-12,1.99e-13,Masked,13,21404
493723,FFT1DOnce,868,omega_c,-0.0078125,0.007812500000052706,5.68e-14,Masked,45,30857
308067,FFT1DOnce,869,x_r,3.637978807091713e-12,-2.7359966994268266e-12,1.705e-13,Masked,13,19254
433419,FFT1DOnce,871,tau_r,-0.25,0.008251671259988767,2.84e-14,Masked,45,27088
43637,FFT1DOnce,874,x_c,-4.656612873077393e-10,5.003166174810036e-10,4.656044e-10,Masked,21,2727
204648,FFT1DOnce,873,x_r,-4.76837158203125e-07,-2.924875184299621e-06,1.137e-13,Masked,33,12790
257256,Transpose,803,dest,4.76837158203125e-07,2.2223375195015415e-06,5.68e-14,Masked,33,16078
534826,CopyColumn,819,dest,-0.0001220703125,0.0007668720860271624,0.0001220703124147,Masked,41,33426
369492,FFT1DOnce,868,omega_c,1.4551915228366852e-11,3.802657713949599e-11,8.53e-14,Masked,17,23093
209896,FFT1DOnce,877,x1,-4.76837158203125e-07,-2.195137005098428e-06,1.137e-13,Masked,33,13118
347682,FFT1DOnce,873,x_r,9.094947017729282e-13,-1.7962662859766297e-13,1.705e-13,Masked,9,21730
41354,FFT1DOnce,875,x2,0.00048828125,0.0005978564960558377,5.68e-14,Masked,41,2584
431068,FFT1DOnce,876,x2,-32.0,0.19497836081160613,0.1249999999999147,SDC,49,26941
357330,FFT1DOnce,876,x2,3.637978807091713e-12,2.23144373247428e-13,2.558e-13,Masked,9,22333
260946,CopyColumn,820,dest,-4.547473508864641e-13,1.424824969082503e-13,1.137e-13,Masked,9,16309
76796,FFT1DOnce,870,x_c,0.0625,-0.13551921610360712,8.53e-14,Masked,49,4799
292731,FFT1DOnce,870,x_c,-0.03125,0.012032650341188122,6.253e-13,Masked,45,18295
255833,Transpose,804,dest,-0.0001220703125,-3.4143377718099685e-05,1.421e-13,Masked,37,15989
218927,FFT1DOnce,877,x1,nan,nan,nan,DUE,61,13682
363359,Reverse,832,x,2.8275840198566833,-1.0,1.99e-13,Masked,61,22709
87005,FFT1DOnce,872,tau_c,0.21909098362457038,-0.9374999999999998,2.84e-14,Masked,53,5437
522953,FFT1DOnce,875,x2,0.0078125,3.6064439167539403e-05,3.05175782103e-05,Masked,37,32684
95482,TwiddleOneCol,710,tomega_c,-0.0001220703125,-0.0005023867907693489,1.137e-13,Masked,41,5967
246206,FFT1DOnce,878,x1,7.60586555943085e+19,1.8446744073709552e+19,344.1773767529118,SDC,57,15387
371475,Reverse,832,x,3.637978807091713e-12,2.0108990130040584e-12,1.137e-13,Masked,13,23217
232382,FFT1DOnce,878,x1,-1.8887080342306013,1.0,2.842e-13,Masked,57,14523
383289,FFT1DOnce,878,x1,6.103515625e-05,-5.323344036814847e-05,1.705e-13,Masked,37,23955
504082,FFT1DOnce,876,x2,9.094947017729282e-13,1.7067857759275643e-13,2.84e-14,Masked,9,31505
246435,FFT1DOnce,869,x_r,1.8189894035458565e-12,2.215589293071278e-12,2.84e-14,Masked,13,15402
505551,FFT1DOnce,871,tau_r,17.77298016457176,-1.0,2.84e-14,Masked,61,31596
171022,FFT1DOnce,871,tau_r,3.785633903704368e+19,1.8446744073709552e+19,255.94696235180453,SDC,57,10688
35339,FFT1DOnce,871,tau_r,0.00390625,0.008854615937973574,8.53e-14,Masked,45,2208
294154,FFT1DOnce,875,x2,-0.00390625,-0.0008102327831640938,1.137e-13,Masked,41,18384
120199,TwiddleOneCol,714,tx,-2.384185791015625e-07,2.2755172988060337e-07,0.0,Masked,29,7512
460530,Scale,726,x,2.839395385478838e-14,1.754962266697756e-13,1.137e-13,Masked,9,28783
139799,Transpose,804,dest,-9.5367431640625e-07,1.771535875591854e-07,9.536742311e-07,Masked,29,8737
151461,FFT1DOnce,873,x_r,1.862645149230957e-09,7.019046158607353e-10,8.53e-14,Masked,21,9466
508199,FFT1DOnce,869,x_r,1.52587890625e-05,1.9871469912259506e-07,8.53e-14,Masked,29,31762
104613,TwiddleOneCol,711,tx_r,1.1641540509366166e-10,6.237443100768897e-10,5.68e-14,Masked,21,6538
170649,FFT1DOnce,872,tau_c,0.0001220703125,-4.1922610689390776e-05,5.116e-13,Masked,37,10665
424682,FFT1DOnce,869,x_r,-0.015625,-0.0005153088942489184,5.68e-14,Masked,41,26542
354443,TwiddleOneCol,711,tx_r,0.25,-0.015372623900725581,2.84e-14,Masked,45,22152
518061,FFT1DOnce,869,x_r,47.29354900838656,15.000000000000002,0.0,Masked,53,32378
216063,FFT1DOnce,878,x1,-7.881456217031324,1.0,1.137e-13,Masked,61,13503
372185,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,37,23261
41982,FFT1DOnce,878,x1,-0.5614550819025226,1.0,0.5614550819024657,SDC,57,2623
325249,FFT1DOnce,875,x2,2.842170943040401e-14,1.3912428120969301e-14,8.53e-14,Masked,5,20328
99666,FFT1DOnce,872,tau_c,2.2737367544323206e-13,1.5989528994703947e-13,2.842e-13,Masked,9,6229
337040,FFT1DOnce,868,omega_c,-4.440892098500626e-16,6.280404438650883e-16,8.53e-14,Masked,1,21065
168819,FFT1DOnce,878,x1,-1.4551915228366852e-11,3.46363274401159e-12,5.116e-13,Masked,13,10551
206252,FFT1DOnce,877,x1,0.25,-0.1775267156653155,3.126e-13,Masked,49,12890
103819,TwiddleOneCol,709,tomega_r,0.00390625,0.008286583572265221,2.84e-14,Masked,45,6488
253544,Transpose,803,dest,-1.9073486328125e-06,2.752399224793225e-06,1.421e-13,Masked,33,15846
202934,FFT1DOnce,874,x_c,1.8626450937198058e-09,-1.2604270106861587e-08,8.53e-14,Masked,25,12683
81287,FFT1DOnce,875,x2,-5.960464477539063e-08,2.0955382635285966e-07,2.84e-14,Masked,29,5080
38942,TwiddleOneCol,710,tomega_c,0.0,0,8.53e-14,Masked,57,2433
219895,FFT1DOnce,878,x1,4.76837158203125e-07,-2.0984080858360003e-07,3.695e-13,Masked,29,13743
234004,FFT1DOnce,872,tau_c,-2.9103830456733704e-11,-5.7918709812535596e-11,2.842e-13,Masked,17,14625
34520,FFT1DOnce,868,omega_c,1.9073486328125e-06,-1.9073486328253677e-06,5.68e-14,Masked,33,2157
121884,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,49,7617
384448,FFT1DOnce,867,omega_r,4.440892098500626e-16,4.806788798131147e-16,5.68e-14,Masked,1,24028
357072,FFT1DOnce,872,tau_c,-1.7763568394002505e-15,-6.305689825688078e-16,8.53e-14,Masked,1,22317
125295,FFT1DOnce,877,x1,7.878530108826703e+307,1.7976931348623157e+308,nan,DUE,61,7830
402573,TwiddleOneCol,714,tx,-178.334060216323,-15.0,1.421e-13,Masked,53,25160
26281,FFT1DOnce,869,x_r,6.103515625e-05,5.712812333851934e-05,6.10351563068e-05,Masked,37,1642
487511,FFT1DOnce,872,tau_c,7.62939453125e-06,1.851749407419399e-07,8.53e-14,Masked,29,30469
437764,FFT1DOnce,867,omega_r,5.820766091346741e-11,5.820766091346741e-11,5.68e-14,Masked,17,27360
322910,Reverse,832,x,-1.1556235704466824e+20,-1.8446744073709552e+19,255.94696235180453,SDC,57,20181
469600,FFT1DOnce,873,x_r,2.842170943040401e-14,-5.871100376322129e-16,8.53e-14,Masked,1,29350
484795,FFT1DOnce,870,x_c,0.5,-0.011979031231029367,8.53e-14,Masked,45,30299
2210,Transpose,803,dest,1.1368683772161603e-13,2.006790296773875e-13,1.705e-13,Masked,9,138
435806,FFT1DOnce,876,x2,-9.1840495859964e+20,-1.8446744073709552e+19,1267.580835800723,SDC,57,27237
342879,FFT1DOnce,872,tau_c,-17.085095317549833,1.0,2.274e-13,Masked,61,21429
38848,FFT1DOnce,875,x2,-4.440892098500626e-16,5.9853534617784e-16,5.68e-14,Masked,1,2428
263880,CopyColumn,819,dest,-1.52587890625e-05,-2.027341567073723e-06,2.558e-13,Masked,33,16492
128789,TwiddleOneCol,710,tomega_c,-4.656612873077393e-10,5.600424601796181e-10,8.53e-14,Masked,21,8049
170569,FFT1DOnce,867,omega_r,-1.52587890625e-05,3.9873402551054796e-05,4.832e-13,Masked,37,10660
167451,FFT1DOnce,876,x2,0.015625,-0.014335857571462527,2.842e-13,Masked,45,10465
57958,FFT1DOnce,869,x_r,9.313226023710541e-10,8.650260520793059e-09,9.313794e-10,Masked,25,3622
355325,Reverse,833,x,-93.15588048290404,-15.000000000000002,1.705e-13,Masked,53,22207
335234,FFT1DOnce,875,x2,3.637978807091713e-12,-2.0756250906491563e-13,1.705e-13,Masked,9,20952
282968,FFT1DOnce,872,tau_c,-3.814697265625e-06,-2.5415924526227883e-06,2.842e-13,Masked,33,17685
314349,TwiddleOneCol,714,tx,308.97651043319695,15.0,0.0,Masked,53,19646
59194,FFT1DOnce,874,x_c,6.103515625e-05,-0.0005321261400490273,5.68e-14,Masked,41,3699
477817,FFT1DOnce,874,x_c,0.00048828125,-6.035932108697055e-05,5.68e-14,Masked,37,29863
484609,FFT1DOnce,871,tau_r,-4.547473508864641e-13,1.1263747725846508e-14,8.53e-14,Masked,5,30288
477532,FFT1DOnce,868,omega_c,-0.125,0.1250000000008433,2.84e-14,Masked,49,29845
527941,Transpose,803,dest,5.820768866904302e-11,9.11476817579581e-10,5.82929e-11,Masked,21,32996
32682,Reverse,833,x,-0.00048828125,0.0005747380547489173,0.0004882812499432,Masked,41,2042
144081,Transpose,804,dest,9.020562075079397e-16,-8.230244322839237e-15,8.53e-14,Masked,5,9005
148957,FFT1DOnce,872,tau_c,472.8723637076564,15.0,472.8723637076569,SDC,53,9309
163284,FFT1DOnce,868,omega_c,2.9103830456733704e-11,-4.1159258529142424e-11,1.705e-13,Masked,17,10205
44174,FFT1DOnce,871,tau_r,-0.5125746939972666,1.0,8.53e-14,Masked,57,2760
81625,FFT1DOnce,872,tau_c,-3.0517578125e-05,4.270015427034923e-05,3.05175780966e-05,Masked,37,5101
99417,FFT1DOnce,868,omega_c,3.0517578125e-05,-3.051757812520588e-05,5.68e-14,Masked,37,6213
262447,CopyColumn,819,dest,-6.944809652026646e+307,-inf,255.94696235180453,SDC,61,16402
256982,Transpose,804,dest,7.450580596923828e-09,-1.020262232575171e-08,1.421e-13,Masked,25,16061
130960,FFT1DOnce,872,tau_c,4.440892098500626e-16,4.962435575553326e-16,5.68e-14,Masked,1,8185
485096,FFT1DOnce,877,x1,-6.103515625e-05,-2.6765092353905943e-06,8.53e-14,Masked,33,30318
529476,Transpose,803,dest,1.4552026250669314e-11,5.1495971746291826e-11,1.46372e-11,Masked,17,33092
523398,FFT1DOnce,867,omega_r,-7.450580596923828e-09,-1.0536654072946177e-08,8.53e-14,Masked,25,32712
238367,FFT1DOnce,868,omega_c,-2.0,0,2.84e-14,Masked,61,14897
396691,FFT1DOnce,876,x2,-1.4551915228366852e-11,1.913549414124561e-12,5.969e-13,Masked,13,24793
162686,FFT1DOnce,878,x1,-0.8347277398416868,1.0,4.263e-13,Masked,57,10167
405998,Transpose,803,dest,4.4009850898067535e+20,1.8446744073709552e+19,511.94696235180453,SDC,57,25374
269140,Transpose,804,dest,1.1641532182693481e-10,3.6475519208512074e-11,2.274e-13,Masked,17,16821
433572,FFT1DOnce,869,x_r,4.656612873077393e-10,-5.245476265783581e-11,5.68e-14,Masked,17,27098
210598,FFT1DOnce,873,x_r,-5.960464477539063e-08,1.3127813813520795e-08,3.979e-13,Masked,25,13162
126189,FFT1DOnce,873,x_r,44.905519753575476,15.0,44.90551975357556,SDC,53,7886
121582,FFT1DOnce,873,x_r,-0.2755089268683157,1.0,0.2755089268682696,SDC,57,7598
