File_index,Function,Line,Variable,out_xor,out_xor_relative,diffnormr,outcome,bit,DI
171866,Reverse,832,x,-0.0009765625,-0.0006484738744680069,0.0,Masked,41,10741
411213,Transpose,803,dest,-256.773339130108,-15.0,1.421e-13,Masked,53,25700
156356,FFT1DOnce,867,omega_r,-2.9103830456733704e-11,4.115910734191094e-11,2.558e-13,Masked,17,9772
75063,FFT1DOnce,870,x_c,-1.1920928955078125e-07,1.241481384872246e-07,1.192092327e-07,Masked,29,4691
505124,FFT1DOnce,869,x_r,-1.862645149230957e-09,3.367853154833035e-11,8.53e-14,Masked,17,31570
82246,FFT1DOnce,875,x2,3.725290298461914e-09,-9.724592053591685e-09,8.53e-14,Masked,25,5140
194665,FFT1DOnce,873,x_r,-1.52587890625e-05,3.735009231142858e-05,2.274e-13,Masked,37,12166
412986,FFT1DOnce,878,x1,-0.0078125,0.0008761905600264232,5.68e-14,Masked,41,25811
496509,Reverse,833,x,-286.58873930063356,-15.0,8.53e-14,Masked,53,31031
84372,FFT1DOnce,876,x2,-2.9103830456733704e-11,-2.972978513027284e-11,5.68e-14,Masked,17,5273
96666,TwiddleOneCol,712,tx_c,-0.0001220703125,-0.0004910534521333872,5.68e-14,Masked,41,6041
152085,Reverse,832,x,5.8207605402316176e-11,-6.674048437676598e-10,8.53e-14,Masked,21,9505
83451,FFT1DOnce,878,x1,-0.0009765625,-0.014581329488247084,5.68e-14,Masked,45,5215
512578,FFT1DOnce,871,tau_r,2.839395385478838e-14,-1.1506388898069867e-13,8.53e-14,Masked,9,32036
70872,FFT1DOnce,872,tau_c,9.5367431640625e-07,1.9145266847635967e-06,2.84e-14,Masked,33,4429
190577,FFT1DOnce,870,x_c,-1.4210854715202004e-14,9.17727798468785e-15,8.53e-14,Masked,5,11911
277214,FFT1DOnce,872,tau_c,1.2788844648194384e+20,1.8446744073709552e+19,126.16175798092712,SDC,57,17325
145083,Transpose,804,dest,-0.015625,-0.011852805692247432,2.84e-14,Masked,45,9067
149531,FFT1DOnce,872,tau_c,-0.03125,0.010893224670936487,5.684e-13,Masked,45,9345
10387,FFT1DOnce,872,tau_c,-4.547751064620797e-13,-2.9486307449436834e-12,8.53e-14,Masked,13,649
378802,TwiddleOneCol,710,tomega_c,1.419697692739419e-14,-1.4483063807757433e-13,8.53e-14,Masked,9,23675
531401,Transpose,803,dest,7.629394531305511e-06,4.684060951429526e-05,7.6293946165e-06,Masked,37,33212
60591,FFT1DOnce,877,x1,-2.45283623097645e+307,-1.7976931348623155e+308,nan,DUE,61,3786
196954,FFT1DOnce,872,tau_c,0.0001220703125,0.000548046020227969,5.684e-13,Masked,41,12309
87103,FFT1DOnce,878,x1,-1.5160466322374506e+308,-inf,nan,DUE,61,5443
160236,FFT1DOnce,869,x_r,0.25,0.1624958475988828,0.0,Masked,49,10014
348233,FFT1DOnce,871,tau_r,3.0517578125e-05,-4.92241299671225e-05,5.68e-14,Masked,37,21764
25271,FFT1DOnce,878,x1,5.960464477539063e-08,1.4036237472103018e-07,5.96047016e-08,Masked,29,1579
250560,Transpose,803,dest,-8.881784197001252e-16,7.598503750453321e-16,5.68e-14,Masked,1,15660
507696,FFT1DOnce,874,x_c,2.842170943040401e-14,8.620672651735515e-16,8.53e-14,Masked,1,31731
539378,CopyColumn,820,dest,-1.1368683772161603e-13,1.375045951943834e-13,2.84e-14,Masked,9,33711
233984,FFT1DOnce,871,tau_r,8.881784197001252e-16,-5.352992206260846e-16,8.53e-14,Masked,1,14624
473319,FFT1DOnce,877,x1,-3.0517578125e-05,1.6904429990692e-07,1.192092043e-07,Masked,29,29582
509112,FFT1DOnce,878,x1,-0.000244140625,2.8754709362971915e-06,9.536742311e-07,Masked,33,31819
246893,FFT1DOnce,873,x_r,-50.92439557015968,-15.0,3.126e-13,Masked,53,15430
227752,FFT1DOnce,877,x1,7.62939453125e-06,2.6180448680878194e-06,5.116e-13,Masked,33,14234
190488,FFT1DOnce,876,x2,1.9073486328125e-06,-2.278323141333604e-06,1.705e-13,Masked,33,11905
82527,FFT1DOnce,868,omega_c,-2.0,0,0.8324879233533693,SDC,61,5157
425860,Reverse,832,x,1.1641532182693481e-10,-4.219630629017493e-11,1.137e-13,Masked,17,26616
50666,FFT1DOnce,869,x_r,-6.103515625e-05,0.0006623274325241148,5.68e-14,Masked,41,3166
352461,FFT1DOnce,871,tau_r,287.4854922463593,15.0,1.705e-13,Masked,53,22028
396418,FFT1DOnce,871,tau_r,2.2737367544323206e-13,-1.47748399027684e-13,1.137e-13,Masked,9,24776
330838,TwiddleOneCol,712,tx_c,2.9802322387695312e-08,-8.7318641215152e-09,2.84e-14,Masked,25,20677
499654,FFT1DOnce,871,tau_r,-2.384185791015625e-07,-1.2741681312012704e-08,8.53e-14,Masked,25,31228
429146,FFT1DOnce,876,x2,0.0009765625,-0.0008041390017414545,1.137e-13,Masked,41,26821
443028,FFT1DOnce,876,x2,-1.862645149230957e-09,-4.902188922844707e-11,8.53e-14,Masked,17,27689
437665,FFT1DOnce,873,x_r,3.497202527569243e-15,-1.0650907534974169e-14,8.53e-14,Masked,5,27354
281998,TwiddleOneCol,714,tx,2.376515499440298e+21,1.8446744073709552e+19,1.4853221871501863e+20,SDC,57,17624
77188,FFT1DOnce,871,tau_r,-2.9103830456733704e-11,-4.838506368795328e-11,5.68e-14,Masked,17,4824
69507,FFT1DOnce,871,tau_r,9.094947017729282e-13,-2.496673224400626e-12,2.84e-14,Masked,13,4344
123549,FFT1DOnce,876,x2,0.3349902110934977,-0.9375,1.137e-13,Masked,53,7721
220930,FFT1DOnce,871,tau_r,4.547473508864641e-13,-2.2244084308941113e-13,1.421e-13,Masked,9,13808
319358,FFT1DOnce,878,x1,1.0462355157336945e+20,1.8446744073709552e+19,185.76856054009312,SDC,57,19959
451492,FFT1DOnce,869,x_r,1.862645149230957e-09,-4.847166730317934e-11,8.53e-14,Masked,17,28218
398432,FFT1DOnce,877,x1,-7.105427357601002e-15,-8.789032193421797e-16,5.68e-14,Masked,1,24902
40239,TwiddleOneCol,714,tx,nan,nan,nan,DUE,61,2514
100134,FFT1DOnce,877,x1,-2.9802322387695312e-08,1.2769586545568864e-08,2.98022655e-08,Masked,25,6258
483169,FFT1DOnce,877,x1,-1.1368683772161603e-13,-8.257896984972097e-15,8.53e-14,Masked,5,30198
175530,FFT1DOnce,877,x1,0.001953125,0.0007091571157719023,3.695e-13,Masked,41,10970
422646,FFT1DOnce,874,x_c,-1.9073486328125e-06,1.116337163006305e-08,2.98022371e-08,Masked,25,26415
421318,FFT1DOnce,875,x2,2.384185791015625e-07,1.0178291475634181e-08,5.68e-14,Masked,25,26332
184278,FFT1DOnce,872,tau_c,2.9802322387695312e-08,-1.264670879833985e-08,4.832e-13,Masked,25,11517
345920,TwiddleOneCol,714,tx,7.105427357601002e-15,7.494997915385646e-16,8.53e-14,Masked,1,21620
186087,FFT1DOnce,877,x1,-2.384185791015625e-07,2.2820923024904642e-07,2.84e-14,Masked,29,11630
201724,FFT1DOnce,870,x_c,0.25,0.24054541969233006,2.274e-13,Masked,49,12607
175696,FFT1DOnce,876,x2,7.105427357601002e-15,7.090834082747938e-16,8.53e-14,Masked,1,10981
118379,FFT1DOnce,877,x1,0.015625,-0.01444606180225732,2.84e-14,Masked,45,7398
340595,FFT1DOnce,874,x_c,-1.4551915228366852e-11,-3.278569398678939e-12,5.116e-13,Masked,13,21287
359377,FFT1DOnce,872,tau_c,-2.842170943040401e-14,7.913907941777523e-15,8.53e-14,Masked,5,22461
146913,FFT1DOnce,877,x1,-1.1368683772161603e-13,7.723143237566212e-15,0.0,Masked,5,9182
152910,FFT1DOnce,867,omega_r,-1.0,1.0,1.421e-13,Masked,57,9556
116386,FFT1DOnce,873,x_r,-2.839395385478838e-14,-1.229260547638324e-13,5.68e-14,Masked,9,7274
441554,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,9,27597
13602,FFT1DOnce,869,x_r,2.839395385478838e-14,-2.1244745429299436e-13,8.53e-14,Masked,9,850
496065,Scale,725,x,1.8041124150158794e-15,7.750003192243913e-15,8.53e-14,Masked,5,31004
383239,FFT1DOnce,875,x2,4.76837158203125e-07,-1.887596789151395e-07,2.274e-13,Masked,29,23952
383260,FFT1DOnce,876,x2,-4.0,-0.15037844555220037,1.705e-13,Masked,49,23953
466056,FFT1DOnce,875,x2,0.0001220703125,3.0122465528301804e-06,4.768372435e-07,Masked,33,29128
426137,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,37,26633
113639,FFT1DOnce,869,x_r,2.9802322387695312e-08,1.851017205816689e-07,2.98023792e-08,Masked,29,7102
368022,FFT1DOnce,872,tau_c,1.1920928955078125e-07,-1.126166036269704e-08,2.274e-13,Masked,25,23001
83231,FFT1DOnce,876,x2,8.187665646915375e+307,1.7976931348623157e+308,nan,DUE,61,5201
183266,FFT1DOnce,869,x_r,2.2737367544323206e-13,2.0041515370756522e-13,8.53e-14,Masked,9,11454
437224,FFT1DOnce,869,x_r,-6.103515625e-05,-2.338771187782763e-06,5.68e-14,Masked,33,27326
288726,FFT1DOnce,872,tau_c,-1.1920928955078125e-07,1.0627595444229572e-08,1.137e-13,Masked,25,18045
333079,FFT1DOnce,872,tau_c,-4.76837158203125e-07,-1.271958068853782e-07,5.684e-13,Masked,29,20817
338930,TwiddleOneCol,715,tx,-7.275957614183426e-12,2.2116916039140727e-13,0.0,Masked,9,21183
449504,FFT1DOnce,877,x1,1.4210854715202004e-14,-4.443472398113772e-16,8.53e-14,Masked,1,28094
189840,FFT1DOnce,872,tau_c,-1.7763568394002505e-15,6.216640004058227e-16,8.53e-14,Masked,1,11865
114195,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,13,7137
350091,FFT1DOnce,867,omega_r,0.015625,0.015625,5.4e-13,Masked,45,21880
504668,FFT1DOnce,876,x2,8.0,-0.193611629328695,2.84e-14,Masked,49,31541
443198,FFT1DOnce,874,x_c,2.896716735970997e+20,1.8446744073709552e+19,244.9023749973712,SDC,57,27699
452171,FFT1DOnce,875,x2,0.03125,0.012421403971833205,0.0001220703125853,Masked,45,28260
135794,TwiddleOneCol,710,tomega_c,-5.684341886080802e-14,-1.5794408432022038e-13,2.84e-14,Masked,9,8487
91092,FFT1DOnce,876,x2,-1.4551915228366852e-11,-5.111230453977062e-11,5.68e-14,Masked,17,5693
405042,Transpose,804,dest,-3.637978807091713e-12,1.7713427856007685e-13,2.84e-14,Masked,9,25315
452537,FFT1DOnce,874,x_c,0.00390625,5.764761131935343e-05,3.05175782103e-05,Masked,37,28283
176657,FFT1DOnce,876,x2,-1.1368683772161603e-13,1.1305058641264487e-14,1.137e-13,Masked,5,11041
261105,CopyColumn,820,dest,2.842170943040401e-14,-9.921479239884456e-15,1.137e-13,Masked,5,16319
166998,FFT1DOnce,872,tau_c,7.450580596923828e-09,1.2313111784720134e-08,2.274e-13,Masked,25,10437
348886,FFT1DOnce,876,x2,-2.384185791015625e-07,-1.169961554322142e-08,6.253e-13,Masked,25,21805
269353,Transpose,803,dest,-6.103515625e-05,5.2216520170768576e-05,1.705e-13,Masked,37,16834
34265,FFT1DOnce,876,x2,-1.52587890625e-05,3.144107601871975e-05,5.68e-14,Masked,37,2141
47582,TwiddleOneCol,710,tomega_c,0.5555713783284838,-1.0,1.137e-13,Masked,57,2973
221568,FFT1DOnce,875,x2,8.881784197001252e-16,6.519310199577274e-16,8.53e-14,Masked,1,13848
181741,FFT1DOnce,869,x_r,-1.7412689646111517,0.9375,2.274e-13,Masked,53,11358
149692,FFT1DOnce,870,x_c,8.0,0.23969692693838254,8.000000000000057,SDC,49,9355
34166,FFT1DOnce,870,x_c,3.725290298461914e-09,1.0227065723695463e-08,3.7253471e-09,Masked,25,2135
178601,FFT1DOnce,877,x1,-3.0517578125e-05,-4.234259655007599e-05,1.705e-13,Masked,37,11162
470735,FFT1DOnce,871,tau_r,-7.7021411904609245,1.0,1.137e-13,Masked,61,29420
212566,FFT1DOnce,876,x2,-7.27589993462785e-12,1.1743013526608766e-08,5.68e-14,Masked,25,13285
316398,FFT1DOnce,873,x_r,1.281928950779403e+20,1.8446744073709552e+19,256.05303764819547,SDC,57,19774
500885,FFT1DOnce,876,x2,-1.4901161193847656e-08,6.348510733422425e-10,8.53e-14,Masked,21,31305
510816,FFT1DOnce,869,x_r,-8.881784197001252e-16,-5.616986972455465e-16,8.53e-14,Masked,1,31926
518851,FFT1DOnce,871,tau_r,2.9103830456733704e-11,2.239454573066102e-12,2.84e-14,Masked,13,32428
211391,FFT1DOnce,874,x_c,1.213056554772674e+308,inf,nan,DUE,61,13211
205877,FFT1DOnce,878,x1,9.313225746154785e-10,4.993255009523373e-10,5.68e-14,Masked,21,12867
509813,Scale,726,x,-7.276000982270325e-12,4.92345632679379e-10,7.1907e-12,Masked,21,31863
136668,TwiddleOneCol,710,tomega_c,0.125,0.2431385671845713,0.0,Masked,49,8541
277034,FFT1DOnce,873,x_r,0.00048828125,0.0009397858462569736,3.411e-13,Masked,41,17314
360276,FFT1DOnce,868,omega_c,-1.4552026250669314e-11,3.8026192822948914e-11,1.421e-13,Masked,17,22517
427758,FFT1DOnce,873,x_r,1.709329755288174e+21,1.8446744073709552e+19,5.341655485275544e+19,SDC,57,26734
510111,Scale,726,x,4.757143106140788e+307,inf,4.757143106140788e+307,SDC,61,31881
13655,FFT1DOnce,872,tau_c,-1.1920928955078125e-07,-1.7803464024690847e-07,1.137e-13,Masked,29,853
271639,Transpose,804,dest,4.76837158203125e-07,-1.9652846346753454e-07,4.547e-13,Masked,29,16977
29194,FFT1DOnce,871,tau_r,3.0517578125e-05,0.0006771029050612397,5.68e-14,Masked,41,1824
341649,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,5,21353
32568,Reverse,833,x,1.9073486328125e-06,3.7136259929139953e-06,1.9073486897e-06,Masked,33,2035
332679,FFT1DOnce,871,tau_r,-1.1920928955078125e-07,1.8550297582006554e-07,2.558e-13,Masked,29,20792
465589,FFT1DOnce,870,x_c,7.450580596923828e-09,6.576799096841074e-10,8.53e-14,Masked,21,29099
424658,FFT1DOnce,868,omega_c,1.1368683772161603e-13,1.2305398045904324e-13,5.68e-14,Masked,9,26541
66619,FFT1DOnce,870,x_c,0.015625,0.012158888464420384,0.0156250000000568,Masked,45,4163
500702,FFT1DOnce,876,x2,3.1578162940478534e+20,1.8446744073709552e+19,221.7415729211969,SDC,57,31293
519445,FFT1DOnce,872,tau_c,-1.862645149230957e-09,-5.563139323615454e-10,8.53e-14,Masked,21,32465
212588,FFT1DOnce,877,x1,-0.015625,-0.2042109939693465,0.0,Masked,49,13286
145491,Reverse,832,x,-2.9103830456733704e-11,3.570729452190442e-12,2.90186e-11,Masked,13,9093
17083,FFT1DOnce,870,x_c,-0.0078125,0.013657586031405416,0.0078124999999432,Masked,45,1067
510359,Reverse,832,x,-2.384185791015625e-07,-1.5077984592971421e-07,8.53e-14,Masked,29,31897
54102,FFT1DOnce,868,omega_c,7.450580596923828e-09,-8.064441123307616e-09,2.84e-14,Masked,25,3381
423838,FFT1DOnce,876,x2,5.7071778992067786e+20,1.8446744073709552e+19,2.229366366877648e+18,SDC,57,26489
353952,TwiddleOneCol,711,tx_r,-7.105427357601002e-15,5.158417787751982e-16,8.53e-14,Masked,1,22122
50016,FFT1DOnce,877,x1,4.440892098500626e-16,5.02663368807888e-16,8.53e-14,Masked,1,3126
212993,FFT1DOnce,867,omega_r,1.4210854715202004e-14,1.4210854715202004e-14,8.53e-14,Masked,5,13312
262790,CopyColumn,819,dest,-1.8626450937198058e-09,-1.0629036707344443e-08,3.126e-13,Masked,25,16424
436054,FFT1DOnce,868,omega_c,-7.450580596923828e-09,7.450580596974093e-09,5.68e-14,Masked,25,27253
153872,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,1,9617
99585,FFT1DOnce,867,omega_r,1.4210854715202004e-14,1.4210854715202004e-14,1.137e-13,Masked,5,6224
385358,FFT1DOnce,875,x2,1.0877983285326582,-1.0,2.84e-14,Masked,57,24084
2735,Transpose,803,dest,1.4099972120821424e+308,inf,nan,DUE,61,170
506712,FFT1DOnce,872,tau_c,1.9073486328125e-06,2.299343402668193e-06,8.53e-14,Masked,33,31669
346170,TwiddleOneCol,710,tomega_c,0.00048828125,0.0004978469269403779,8.53e-14,Masked,41,21635
258388,CopyColumn,820,dest,1.1641532182693481e-10,4.866807287426413e-11,1.99e-13,Masked,17,16149
268193,Transpose,803,dest,-1.1368683772161603e-13,9.804200864279952e-15,1.137e-13,Masked,5,16762
82253,FFT1DOnce,875,x2,0.35913688055615023,-0.9375000000000001,5.68e-14,Masked,53,5140
188319,FFT1DOnce,872,tau_c,2.148198580208316,-1.0,3.411e-13,Masked,61,11769
535602,CopyColumn,820,dest,-1.1368683772161603e-13,2.074801852727481e-13,2.84e-14,Masked,9,33475
476911,FFT1DOnce,877,x1,-11.746261203456003,1.0,2.84e-14,Masked,61,29806
254185,Transpose,803,dest,0.000244140625,-3.514304701868084e-05,1.137e-13,Masked,37,15886
132436,FFT1DOnce,868,omega_c,2.9103830456733704e-11,-2.910383045693005e-11,5.68e-14,Masked,17,8277
228562,FFT1DOnce,868,omega_c,1.1368683772161603e-13,-1.607783536294626e-13,1.421e-13,Masked,9,14285
437538,FFT1DOnce,877,x1,2.2737367544323206e-13,1.4045339835591637e-13,8.53e-14,Masked,9,27346
390859,FFT1DOnce,871,tau_r,-0.125,-0.012388583146290332,2.842e-13,Masked,45,24428
458371,FFT1DOnce,871,tau_r,-5.820766091346741e-11,-2.412945965877543e-12,1.137e-13,Masked,13,28648
259705,CopyColumn,820,dest,0.000244140625,-3.4609538395076385e-05,1.705e-13,Masked,37,16231
514096,FFT1DOnce,870,x_c,-3.552713678800501e-15,-5.076694989064475e-16,8.53e-14,Masked,1,32131
123722,FFT1DOnce,875,x2,0.0001220703125,0.0005195889185937945,5.68e-14,Masked,41,7732
293091,FFT1DOnce,869,x_r,1.4551915228366852e-11,-3.1162402827866685e-12,5.684e-13,Masked,13,18318
275707,FFT1DOnce,874,x_c,-0.03125,-0.013422219588076491,3.979e-13,Masked,45,17231
30512,FFT1DOnce,870,x_c,8.326672684688674e-17,5.986693308539928e-16,8.53e-14,Masked,1,1907
442041,FFT1DOnce,874,x_c,-0.0078125,5.292749612937036e-05,0.0002441406249147,Masked,37,27627
60697,FFT1DOnce,872,tau_c,1.52587890625e-05,-5.503233515979326e-05,5.68e-14,Masked,37,3793
373738,FFT1DOnce,869,x_r,0.001953125,-0.000620540064076758,6.253e-13,Masked,41,23358
113755,FFT1DOnce,876,x2,0.0009765625,0.014568251749312833,5.68e-14,Masked,45,7109
91868,FFT1DOnce,876,x2,0.0625,0.16164823726302677,5.68e-14,Masked,49,5741
214379,FFT1DOnce,869,x_r,-0.03125,0.011682587946368573,2.842e-13,Masked,45,13398
473281,FFT1DOnce,875,x2,1.8189894035458565e-12,9.405173484306102e-15,8.53e-14,Masked,5,29580
199093,FFT1DOnce,874,x_c,-9.313225746154785e-10,-4.885926455698043e-10,8.53e-14,Masked,21,12443
495005,FFT1DOnce,876,x2,62.2803792554712,15.0,0.2432827314667634,SDC,53,30937
515055,FFT1DOnce,869,x_r,59.68139552162753,-1.0,8.53e-14,Masked,61,32190
242117,FFT1DOnce,875,x2,7.450580596923828e-09,7.466519956076505e-10,1.705e-13,Masked,21,15132
284647,FFT1DOnce,869,x_r,9.5367431640625e-07,1.3097414949980032e-07,5.684e-13,Masked,29,17790
328763,FFT1DOnce,878,x1,0.03125,0.013140856392904967,1.137e-13,Masked,45,20547
29227,FFT1DOnce,873,x_r,0.015625,-0.014049100532970026,5.68e-14,Masked,45,1826
60036,FFT1DOnce,867,omega_r,5.820766091346741e-11,5.820766091346741e-11,3.172431e-10,Masked,17,3752
43711,FFT1DOnce,878,x1,-2.2437664750937074,1.0,2.2437664750936506,SDC,61,2731
56662,Reverse,832,x,-3.725290298461914e-09,8.92163600897276e-09,3.7252335e-09,Masked,25,3541
178304,Reverse,832,x,8.881784197001252e-16,8.801940863148287e-16,5.68e-14,Masked,1,11144
301541,FFT1DOnce,869,x_r,-3.725290298461914e-09,9.076350022747278e-10,5.684e-13,Masked,21,18846
526068,Transpose,804,dest,-2.9103830456733704e-11,3.4257057592208224e-11,2.90186e-11,Masked,17,32879
436912,FFT1DOnce,874,x_c,1.1368683772161603e-13,8.18154546308837e-16,8.53e-14,Masked,1,27307
127194,FFT1DOnce,876,x2,0.0009765625,0.0009446714056583408,5.68e-14,Masked,41,7949
230669,FFT1DOnce,867,omega_r,-0.9375,0.9375,8.53e-14,Masked,53,14416
282025,TwiddleOneCol,709,tomega_r,6.103515625e-05,6.103515625e-05,0.0009489010704726,Masked,37,17626
400062,FFT1DOnce,870,x_c,1.4533701940678405,-1.0,2.558e-13,Masked,57,25003
62089,FFT1DOnce,875,x2,6.103515625e-05,-3.4858809523686465e-05,8.53e-14,Masked,37,3880
315821,FFT1DOnce,873,x_r,1.2420107399797087,-0.9375,1.705e-13,Masked,53,19738
298187,TwiddleOneCol,711,tx_r,-0.0625,-0.010635154805089376,2.84e-14,Masked,45,18636
121052,TwiddleOneCol,712,tx_c,0.0625,0.23680719099939743,2.84e-14,Masked,49,7565
63229,TwiddleOneCol,710,tomega_c,0.1375601391479271,-0.9375000000000003,1.421e-13,Masked,53,3951
461712,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,1,28857
112843,TwiddleOneCol,709,tomega_r,0.0078125,-0.014062331413876993,1.137e-13,Masked,45,7052
101830,FFT1DOnce,875,x2,-3.725290298461914e-09,-7.81114497129412e-09,5.68e-14,Masked,25,6364
123516,FFT1DOnce,874,x_c,0.125,0.14402737480393993,0.1250000000000568,SDC,49,7719
41668,FFT1DOnce,871,tau_r,-2.9103830456733704e-11,4.440681489137165e-11,2.9047e-11,Masked,17,2604
118218,FFT1DOnce,867,omega_r,0.00048828125,0.000528512017580862,2.84e-14,Masked,41,7388
532714,CopyColumn,819,dest,-0.000244140625,0.0006191845789275622,0.0002441406249147,Masked,41,33294
511342,FFT1DOnce,877,x1,0.2467668536698886,-1.0,1.137e-13,Masked,57,31958
146301,FFT1DOnce,874,x_c,103.37919256469945,15.0,103.37919256469979,SDC,53,9143
376353,FFT1DOnce,877,x1,-1.4210854715202004e-14,7.351394101414683e-15,8.53e-14,Masked,5,23522
315200,FFT1DOnce,871,tau_r,-1.7763568394002505e-15,4.896833246971943e-16,5.68e-14,Masked,1,19700
271180,Transpose,803,dest,1.0,0.15228294753987,8.53e-14,Masked,49,16948
41246,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,57,2577
278169,FFT1DOnce,872,tau_c,-0.00048828125,5.100704312136718e-05,8.53e-14,Masked,37,17385
391680,FFT1DOnce,875,x2,-1.4210854715202004e-14,5.418654128843196e-16,8.53e-14,Masked,1,24480
364908,FFT1DOnce,869,x_r,-0.25,0.1263125232478583,1.421e-13,Masked,49,22806
212356,FFT1DOnce,875,x2,-1.4552026250669314e-11,-4.324867829082862e-11,1.137e-13,Masked,17,13272
92979,FFT1DOnce,874,x_c,9.094947017729282e-13,-3.1945190337356637e-12,5.68e-14,Masked,13,5811
54450,FFT1DOnce,878,x1,2.2737367544323206e-13,1.7504076742715543e-13,5.68e-14,Masked,9,3403
453482,Scale,725,x,-0.00048828125,0.0006693881693198623,0.0004882812499147,Masked,41,28342
418704,Reverse,832,x,-7.105427357601002e-15,5.977605974181725e-16,8.53e-14,Masked,1,26169
316821,FFT1DOnce,876,x2,7.450580596923828e-09,-5.579586544846092e-10,2.842e-13,Masked,21,19801
413744,FFT1DOnce,878,x1,1.1368683772161603e-13,6.619065939501691e-16,8.53e-14,Masked,1,25859
78626,FFT1DOnce,877,x1,-1.419697692739419e-14,-2.067668739838954e-13,8.53e-14,Masked,9,4914
125327,FFT1DOnce,867,omega_r,inf,inf,nan,DUE,61,7832
218092,FFT1DOnce,873,x_r,0.25,0.20564150413235033,1.137e-13,Masked,49,13630
381623,FFT1DOnce,870,x_c,-4.76837158203125e-07,-2.1973152843040426e-07,4.832e-13,Masked,29,23851
260376,CopyColumn,820,dest,1.9073486328125e-06,-2.1515291099559602e-06,4.832e-13,Masked,33,16273
141283,Transpose,803,dest,1.8189894035458565e-12,1.8715502512147072e-12,2.84e-14,Masked,13,8830
232642,FFT1DOnce,871,tau_r,-5.689893001203927e-14,-1.8019105390460984e-13,8.53e-14,Masked,9,14540
162396,FFT1DOnce,872,tau_c,-0.5,0.18886472141670257,3.126e-13,Masked,49,10149
311422,FFT1DOnce,874,x_c,1.1825784697881536e+20,1.8446744073709552e+19,254.16175798092712,SDC,57,19463
77411,FFT1DOnce,873,x_r,2.274014310188477e-13,2.0922297587864148e-12,8.53e-14,Masked,13,4838
82401,FFT1DOnce,873,x_r,-3.497202527569243e-15,8.072542223023333e-15,8.53e-14,Masked,5,5150
479488,FFT1DOnce,871,tau_r,1.4210854715202004e-14,7.552785598252528e-16,8.53e-14,Masked,1,29968
191781,FFT1DOnce,873,x_r,4.656612873077393e-10,8.851134805133956e-10,8.53e-14,Masked,21,11986
5418,Transpose,803,dest,-0.000244140625,0.0005082891794638043,0.0002441406249432,Masked,41,338
415118,FFT1DOnce,867,omega_r,-1.0,1.0,8.53e-14,Masked,57,25944
85897,FFT1DOnce,875,x2,1.52587890625e-05,3.6522270902106805e-05,8.53e-14,Masked,37,5368
203157,FFT1DOnce,876,x2,-1.862645149230957e-09,-7.676893104200568e-10,1.99e-13,Masked,21,12697
73873,FFT1DOnce,868,omega_c,0.0,0,8.53e-14,Masked,5,4617
212518,FFT1DOnce,873,x_r,-7.450580596923828e-09,-1.1002852487408108e-08,2.84e-14,Masked,25,13282
353412,FFT1DOnce,871,tau_r,-2.3283064365386963e-10,4.5717085047746e-11,5.68e-14,Masked,17,22088
115997,FFT1DOnce,872,tau_c,-0.2942367697220347,0.9374999999999999,5.68e-14,Masked,53,7249
336434,FFT1DOnce,878,x1,3.637978807091713e-12,1.3161408787518234e-13,1.421e-13,Masked,9,21027
427500,FFT1DOnce,869,x_r,-4.0,-0.23366911924449357,1.137e-13,Masked,49,26718
167600,FFT1DOnce,874,x_c,-8.881784197001252e-16,7.281375391155709e-16,5.68e-14,Masked,1,10475
483634,FFT1DOnce,870,x_c,4.547473508864641e-13,1.966575611538697e-13,8.53e-14,Masked,9,30227
196366,FFT1DOnce,871,tau_r,7.693359199077519e+19,1.8446744073709552e+19,703.9469623518046,SDC,57,12272
434382,FFT1DOnce,871,tau_r,-4.5609973666664284e+19,-1.8446744073709552e+19,243.58083580072304,SDC,57,27148
102144,FFT1DOnce,871,tau_r,8.881784197001252e-16,7.15088013883176e-16,5.68e-14,Masked,1,6384
220128,FFT1DOnce,869,x_r,1.6653345369377348e-16,5.005591112609824e-16,8.53e-14,Masked,1,13758
327084,FFT1DOnce,869,x_r,-2.0,-0.1613726525491336,2.842e-13,Masked,49,20442
181914,FFT1DOnce,868,omega_c,0.00048828125,-0.0004882812500032941,2.558e-13,Masked,41,11369
500618,FFT1DOnce,871,tau_r,0.0625,0.0008938814095799605,8.53e-14,Masked,41,31288
518915,FFT1DOnce,875,x2,2.9103830456733704e-11,-2.139952813696025e-12,0.0,Masked,13,32432
442325,FFT1DOnce,868,omega_c,-4.656612873077393e-10,4.656612873108808e-10,8.53e-14,Masked,21,27645
105219,Reverse,832,x,2.2730428650419299e-13,3.3967043246800224e-12,2.842e-13,Masked,13,6576
492553,FFT1DOnce,867,omega_r,6.103515625e-05,6.103515625e-05,5.68e-14,Masked,37,30784
107435,FFT1DOnce,877,x1,0.015625,0.008168929510899293,0.0156250000000568,Masked,45,6714
